id,ten_dia_diem,mo_ta,loai_dia_diem,khu_vuc,dia_chi,tu_khoa,thoi_gian_hoat_dong,gia_ve,danh_gia,hinh_anh,Latitude,Longitude
632,Bát Bửu Phật Đài - Chùa Thanh Tâm/Chùa Phật Cô Đơn,举办众多宗教活动，吸引游客参观、了解建筑和佛法，沉浸于宁静慈悲的空间，摆脱日常生活的压力。,寺庙，宗教,平昌区,胡志明市平昌区黎明春坊麦巴香街22号,寺庙，宁静，宗教,05:00 - 21:00,免费,4.5,https://disantrangan.vn/wp-content/uploads/2022/01/chua_phat_co_don_05.jpg,10.7796599,106.5135875
633,NGỘ GARDEN,一个拥有清新河畔自然环境的露营和休闲场所，举办各种活动，如观赏菜园、桌式足球、彩绘雕像、沙画、钓鱼、划船、骑自行车、卡拉OK等。,游乐，自然,平昌区,胡志明市平昌区2坊布文署街13H号,游乐，庭院，宁静，清新,06:00 - 22:00,"100,000 - 2,000,000越南盾",4.9,https://i.pinimg.com/originals/e5/e3/87/e5e387143f60775541b38e47b8fbf40b.jpg,10.8031955,106.7011743
634,Happy Farm - Nông Trại vui vẻ,一个专为儿童设计的生态游乐区，提供有趣的乡村生活体验，如捕鱼、种稻、制陶、淋雨、过猴桥等。,游乐，家庭，儿童，自然,平昌区,胡志明市平昌区多福坊16号集团路,游乐，娱乐,08:00 - 22:00,"200,000 - 1,000,000越南盾",4.1,https://cdn.asahiluxstay.com/uploads/big/image/asahi/resources/2021/11/05/4bc61-1636099213872.jpg?s=aHR0cHM6Ly9jZG4uYXNhaGlsdXhzdGF5LmNvbS9pbWFnZS9hc2FoaS9yZXNvdXJjZXMvMjAyMS8xMS8wNS80YmM2MS0xNjM2MDk5MjEzODcyLnBuZw==,10.6710293,106.6457733
635,Khu di tích Láng Le Bàu Cò,昔日西贡-堤岸-嘉定地区抗法战争的据点，适合深入了解这一伟大战争并表达对民族英雄的感恩。,历史，战争,平昌区,胡志明市平昌区新述坊朗勒鲍谷,遗迹，历史，抗战,全天开放,免费,4.2,https://tuonglamphotos.com/wp-content/uploads/2021/09/Lang-Le-Bau-Co-4.jpg,10.7212877,106.536269
636,Làng Ẩm Thực Sinh Thái Bình Xuyên,一个适合家庭和朋友放松的理想餐饮和娱乐场所，拥有清凉的自然环境和美味的乡村菜肴。,餐饮，美食,平昌区,胡志明市平昌区平兴坊范雄街17号,餐饮，餐厅,09:00 - 21:00,"50,000 - 5,000,000越南盾",4.2,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/12_2022/khu-am-thuc-sinh-thai-binh-xuyenf.jpg,10.7312195,106.6731426
637,Khu Ẩm Thực Sinh Thái Câu Cá Giải Trí Xuân Hương,可以享用西原风味的乡村菜肴，并从四个大型鱼塘钓鱼，品尝您亲手钓到的鲜鱼。,自然，美食,平昌区,胡志明市平昌区平兴坊龙永街C12/40号,钓鱼，餐饮，自然,08:00 - 22:00,"50,000 - 5,000,000越南盾",3.9,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/12_2022/am-thuc-sinh-thai-cau-ca-giai-tri-xuan-huong.jpg,10.7253327,106.6747058
638,Springfield Cottage/Cánh đồng hoa Homestay,一家充满乡村气息的民宿，建于清新自然的绿色环境中，让游客体验自由自在的生活，适合个人、朋友或情侣。,咖啡厅，饮品,平昌区,胡志明市平昌区骨鱼街487号1-2,自然，饮品，宁静,10:00 - 22:00,"200,000 - 3,000,000越南盾",4.5,https://kenhhomestay.com/wp-content/uploads/2017/06/canh-dong-hoa-springfield-cottage-sai-gon-tphcm-4.png,10.9201219,106.6830688
639,Chùa Pháp Tạng,一个理想的场所，适合寻找自我和佛法，或在宁静的环境中放松，摆脱喧嚣生活的烦恼。,寺庙，宗教,平昌区,胡志明市平昌区黎明春坊黎廷芝街C3/8号,宁静，宗教，寺庙,07:30 - 20:00,免费,4.6,https://zoomtravel.vn/upload/images/chua-phap-tang-0-min.jpg,10.7697935,106.5265499
640,Đảo Thạnh An,一个属于芹苴县的岛屿，距离胡志明市约70公里，不仅是旅游和享用美味海鲜的地方，也是年轻人喜爱的拍照打卡地。,海滩,芹苴县,胡志明市芹苴县盛安岛,美食，海滩，拍照打卡,06:00 - 18:00,免费,4.4,https://brocanvas.com/wp-content/uploads/2022/06/Bai-da-thuoc-dao-Thanh-An.jpg,10.4203772,106.9591958
641,Khu du lịch sinh thái biển Phương Nam,芹苴独特的海滨生态度假区，距离胡志明市约60公里，可轻松骑摩托车前往。,旅游区，海滩,芹苴县,胡志明市芹苴县隆和坊同争路1227/65号,旅游区，海滩，游乐,08:00 - 20:00,"100,000越南盾",4.3,https://travelsgcc.com/wp-content/uploads/2020/01/KDL-phương-nam-cần-giờ.jpg,10.3777764,106.890976
642,Chợ hải sản Hàng Dương,西贡最大的海鲜天堂，供应众多新鲜海鲜，价格实惠，非常适合购买海鲜作为礼物。,市场,芹苴县,胡志明市芹苴县盛泰坊盛泰路,购物，海鲜，市场,06:00 - 18:00,免费,4.2,https://focusasiatravel.vn/wp-content/uploads/2021/09/cho-hai-san-hang-duong-can-gio.jpg,10.3869468,106.9193279
643,Bãi biển 30/4,一个理想的海滩，适合游泳、娱乐、团队建设或拍照打卡，拥有原始风光和许多美味的海鲜餐厅。,海滩,芹苴县,胡志明市芹苴县盛泰坊缘海路,游泳，海鲜，拍照打卡,05:30 - 18:00,"10,000越南盾",4.1,https://dulichviet.com.vn/images/bandidau/bai-bien-can-gio-1.jpg,10.3856315,106.9214867
644,Đảo Khỉ,芹苴一个有趣的目的地，拥有超过1000只猴子生活在自然环境中，游客可以拍照并与猴子互动。,自然,芹苴县,胡志明市芹苴县隆和坊,自然，猴子，体验,07:00 - 17:00,"30,000越南盾",4,https://letsflytravel.vn/assets/source/dao-khi/kinh-nghiem-du-lich-dao-khi-nha-trang-5.jpg,12.359675,109.21291
645,Khu du lịch Vàm Sát,以红树林、河流、鸟类和珍稀动物景观而闻名的生态旅游区，适合生态探访。,旅游区,芹苴县,胡志明市芹苴县里然坊林园Vàm Sát,自然，红树林，生态,07:30 - 17:00,"70,000 - 100,000越南盾",4.4,http://reviewvilla.vn/wp-content/uploads/2022/06/Rung-ngap-man-Can-Gio-8.jpg,10.4896141,106.7956002
646,Cafe Thủy Trúc 1982,一家咖啡厅，提供放松和自然的氛围，适合闲聊和休闲。,咖啡厅,芽贝县,胡志明市芽贝县富春居住区2号路,放松，自然，闲聊,06:15 - 21:00,"20,000 - 55,000越南盾",4.1,https://cdn.tgdd.vn/Files/2023/03/03/1514446/tong-hop-10-dia-diem-vui-choi-tai-nha-be-nen-ghe-202303030837358919.jpg,10.8103601,106.7089454
647,Cà phê Phi Long,芽贝县顶级咖啡目的地，不仅提供各种饮品，还设有独特的咖啡展览，欢迎您前来体验和购买品尝。,咖啡厅,芽贝县,胡志明市芽贝县黄晋发街1967号,放松，闲聊,06:00 - 20:00,"15,000 - 130,000越南盾",4.2,https://down-vn.img.susercontent.com/file/59c269432faeb9c8433682b8ce4b1a1f,10.744099,106.7296086
648,Hội Quán Thanh Niên,拥有宽敞通风的空间，提供多样化饮品，价格合理，吸引芽贝县的年轻人和居民前来放松或工作。,咖啡厅,芽贝县,胡志明市芽贝县芽贝镇黄晋发街1979巷,放松，饮品，宁静,全天开放,"15,000 - 30,000越南盾",4.3,http://congan.hungyen.gov.vn/uploads/images/5f4231b32dee9ab0c3ff.jpg,10.8443057,106.7793481
649,Bến Xưa Cafe - The Old Dock Coffee & Tea,一家具有古典乡村风格的花园咖啡厅，是品尝饮品、拍照、放松和阅读的理想场所。,咖啡厅,芽贝县,胡志明市芽贝县富春居住区万兴富12号路,放松，饮品，宁静,06:00 - 21:00,"15,000 - 30,000越南盾",4.4,https://th.bing.com/th/id/OIP.ySEDSE5O52wbDgdnWO-EQQHaEK?w=328&h=184&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,10.8296246,106.6926802
650,The Mushroom House,位于黄晋发街的咖啡和餐饮店，提供多样化饮品和美味佳肴，空间宽敞通风，深受年轻人喜爱。,饮品店，小吃,芽贝县,胡志明市芽贝县富春坊黄晋发街5街区1778号,放松，饮品，闲聊,07:00 - 21:00,"15,000 - 90,000越南盾",4.3,https://i.pinimg.com/originals/3f/66/7b/3f667b12290ac918ffb9a89c05ab138c.jpg,10.6979004,106.7389363
651,Bún bò Huế O Diện,以美味的顺化牛肉面闻名的餐厅，口味浓郁，吸引许多美食爱好者前来芽贝县品尝。,美食,芽贝县,胡志明市芽贝县富春坊黄晋发街5街区1778号,餐饮,07:00 - 21:00,"15,000 - 90,000越南盾",4.3,https://media.diadiem247.com/uploads/w900/2019/01/28/5c4f136ee0874bun-bo-hue-o-dien-le-van-luong-636477574249096748.jpg,10.8434352,106.7888933
652,Cơm tấm đêm Ba Trang,提供美味的碎米饭，搭配多种肉类和酸菜，定能满足每位食客的味蕾。,美食,芽贝县,胡志明市芽贝县芽贝镇黄晋发街1524号,碎米饭，晚餐，夜宵,17:00 - 23:30,"35,000 - 60,000越南盾",4.3,https://toplist.vn/images/800px/com-tam-dem-ba-trang-1155804.jpg,10.6456019,106.7316815
653,Chùa Pháp Bửu,带来宁静感受，让您远离都市的喧嚣。如果您是佛教信徒，这座神圣的寺庙不容错过。,寺庙，宗教,霍蒙县,胡志明市霍蒙县东盛坊布公仲街1号,宗教,全天开放,免费,4.6,https://cdn.xanhsm.com/2024/11/b0e5f084-chua-phap-buu-4.jpg,10.9091689,106.6465447
654,Khu du lịch Villa H2O,结合生态旅游和度假旅游，为游客带来舒适和新奇的体验。清新通风的环境和纯净的空气让您忘却生活中的烦恼，游客不仅可以放松，还能与朋友和家人参与有趣的活动。,度假，生态,霍蒙县,胡志明市霍蒙县3坊邓叔定街4C号,放松，度假,08:00 - 21:00,"350,000 - 1,200,000越南盾/房间",3.9,https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2017/10/thuong-thuc-am-nhac-nam-bo-tai-khu-cafe-san-vuon.png,10.9175079,106.6521915
655,Khu di tích Ngã Ba Giồng,一个理想的探索和学习历史知识的地点，工作人员热情，将带您全面了解这里的精彩之处。这是一处国家级历史遗迹，具有重要的文化历史意义。,遗迹，历史,霍蒙县,胡志明市霍蒙县春瑞坊潘文汉街1号,历史,07:30 - 17:00,免费,4.6,https://ongvove.com/uploads/0005/5428/2024/12/23/toan-canh-ve-cong-trinh-di-tich-nga-ba-giong-ongvove.jpg,10.868225,106.5585429
656,Công Viên Cá Koi RinRin Park,体验仿佛置身日本的空间，拥有美丽独特的锦鲤鱼。位于郊区，空气清新，适合所有人，是家庭周末轻松出游的理想地点。,公园,霍蒙县,胡志明市霍蒙县春瑞东1坊春瑞东街6号87/8p,锦鲤，家庭,07:00 - 19:00,"成人约70,000越南盾/人，儿童约40,000越南盾/人",4,https://sanvuontieucanh.vn/wp-content/uploads/2022/03/Cong-vien-ca-koi-rin-rin-park-4.jpg,10.8593518,106.5851098
657,Cánh đồng hoa Nhị Bình,一个非常适合摄影爱好者的地点，种植多种花卉，结合湛蓝天空，营造出壮丽迷人的景色。来到这里，您会感受到春节即将来临的氛围。,自然,霍蒙县,胡志明市霍蒙县二平坊河堤,花田,07:30 - 18:30,"约100,000越南盾/人",4.2,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/11_2021/canh-dong-hoa-nhi-binh-hoc-mon-tsm.jpg,10.9201219,106.6830688
658,Di Tích Dinh Quận Hóc Môn (Bảo Tàng Huyện Hóc Môn),保存了国家众多历史价值的地方，特别适合学校组织课外活动，让学生亲眼见证我国的历史文物。,遗迹，历史,霍蒙县,胡志明市霍蒙县新春坊定坊黎南帝街1号,遗迹，古物,07:00 - 19:00,免费,4.5,https://goland24h.com/wp-content/uploads/2024/03/di-tich-dinh-quan-hoc-mon.jpg,10.8891573,106.5951837
659,Chùa Vĩnh Phước,一座由尼姑管理的寺庙，位于长征街，游客易于前往。空间宁静而温馨，绿树成荫，让您沉浸在神圣的佛教氛围和鸟儿的歌声中。,寺庙,霍蒙县,胡志明市12区新泰一坊长征街3坊28/10A号,宗教，佛教,04:00 - 14:30,免费,4.4,https://nld.mediacdn.vn/2021/2/26/20210226102610-16143207084991588192647.jpg,10.8319879,106.6215814
660,18 Thôn Vườn Trầu,霍蒙县居民熟悉的地点，拥有清凉的槟榔树林和宁静的环境，让您远离日常生活的喧嚣。位于郊区，空气清新，适合家庭周末度假。,自然,霍蒙县,胡志明市霍蒙县巴点坊西兰街85/1B号,宁静，度假,07:00 - 22:00,免费,4.2,http://media.dulich24.com.vn/diemden/muoi-tam-thon-vuon-trau-7139/muoi-tam-thon-vuon-trau-1.jpg,10.8855676,106.6016176
661,Chùa Hoằng Pháp,越南最大的佛教文化中心，也是学习佛法的地方。经常为学生、老人和儿童举办禅修课程。建筑宏伟，包括三门、庭院、主殿、双严塔和无忧树下的祈福区。,寺庙,霍蒙县,胡志明市霍蒙县新协坊3坊96号,宁静，宗教，佛教,05:00 - 20:30,免费,4.7,https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2017/09/khong-gian-trong-lanh.jpg,10.9002821,106.5818117
662,Khu Vui Chơi Du Lịch Sinh Thái Sunshine Hóc Môn,参观农场，体验滑索、云桥、城堡、情人桥、火车、坦克、乌戈村、猴桥、水井、磨粉、划船、赶鸭、动物园、捕鱼、淋雨等活动。导游将介绍世界各地标志性的3D画景观。,游乐区,霍蒙县,胡志明市霍蒙县泰三村,游乐,07:00 - 21:00,"约200,000越南盾",4.6,https://static.hotdeal.vn/images/1658/1657868/60x60/363162-khu-vui-choi-du-lich-sinh-thai-sunshine-hoc-mon-ve-vui-choi-tha-ga-cho-nguoi-lon-em-be-gia-cuc-da-37-tro-choi-doc-la-ba-me-thu-gian-be-choi-ca-ngay-hoc-nhieu-dieu-hay.jpg,10.8832123,106.6039631
663,Địa đạo Củ Chi,不仅是一个旅游景点，还展现了我国在保卫独立时期独特的军事艺术奇迹。古芝地道具有独一无二的建筑风格，抗击法帝国主义和美帝国主义，体现了民族不屈不挠的战斗精神。,遗迹，历史,古芝县,胡志明市古芝县富协坊省道15号,历史,07:00 - 17:00,"18,000 - 35,000越南盾",4.5,https://imagevietnam.vnanet.vn/Upload/2021/4/13/13042021095552107-Cu-Chi_3_resize.jpg,11.141591,106.4615963
664,Đền tưởng niệm Bến Dược,纪念祠占地7公顷，建筑和谐通风，带有越南民族特色，采用圆形柱子和阴阳瓦设计，精致而柔美。,历史，战争,古芝县,胡志明市古芝县富美兴坊6号,纪念，战争遗迹,07:00 - 17:00,"约20,000越南盾",4.5,https://mytourcdn.com/upload_images/Image/Ninh/list+5/68+Đền+tưởng+niệm+liệt+sĩ+Bến+Dược+-+Củ+Chi/93772008.jpg,11.1463889,106.4594444
665,Nông trại JOY (Nông trại Hoa Lúa),又称花稻农场，是一个具有西原水乡田园风格的游乐区，深受年轻人喜爱，也适合公司组织团队建设。这里种植多种水果如柚子、橙子、芒果、香蕉、丝瓜等，还有花园和稻田，宛如越南乡村。,游乐区，自然，乡村,古芝县,胡志明市古芝县安富坊775路16号,游乐，儿童,08:00 - 23:00,"约250,000越南盾",4,https://th.bing.com/th/id/OIP.l0GBEZS-47FI9NJZ0Zn4WAHaFj?w=212&h=180&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,11.1084397,106.5185703
666,Khu du lịch Một thoáng Việt Nam,占地22.5公顷，旨在保存和发扬越南传统文化，旅游区主要是一个传统手工艺村落集群。,旅游区,古芝县,胡志明市古芝县富平坊阮氏素街109号,手工艺村，传统,全天开放,"约250,000越南盾",4,https://th.bing.com/th/id/OIP.JojTVZD8pKi_OPdhxjb6VgHaE8?w=262&h=180&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,11.1302805,106.5028338
667,Chùa Liên Trì Củ Chi,拥有简朴的建筑和迷人的清新景观，游客在游览古芝后常来此点香祈福，祈求平安生活。,寺庙,古芝县,胡志明市古芝县新富中坊市场坊,宗教，佛教,06:00 - 21:00,免费,4.5,https://th.bing.com/th/id/OIP.QRb6HSjlkpC9VedlH6S9LQHaFj?w=162&h=104&c=7&bgcl=425942&r=0&o=6&dpr=1.3&pid=13.1,10.9395115,106.5499625
668,Du lịch Green Noen,除了参观，游客还可以参与种植蘑菇、采摘蘑菇、挤牛奶、喂羊、喂牛等活动。,旅游区,古芝县,胡志明市古芝县安然西坊阮氏然街16/18号,,08:00 - 23:00,"约50,000越南盾/人",3.8,https://th.bing.com/th/id/OIP.O7GbmgRmkir7NUY_r8nYGwHaEO?w=374&h=180&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,11.062424,106.4883342
669,Công viên nước An Nhơn Tây,古芝县深受游客喜爱的旅游景点，您和家人可以参与从轻松到刺激的各种水上活动和游戏。,水上公园,古芝县,胡志明市古芝县安然西坊省道7号986号,,07:00 - 17:00,免费,4.7,https://th.bing.com/th/id/OIP.X0bPCFXyvEf-coJNk-24MAHaFj?r=0&rs=1&pid=ImgDetMain&cb=idpwebp2&o=7&rm=3,11.0643234,106.4842494
670,Dinh Độc Lập,特別な国家歴史遺跡であり、国の統一という歴史的な出来事を象徴しています。建築家ゴー・ビエット・トゥによる独特な建築デザインを持つこの建物は、ベトナムの歴史や政治に興味がある人々にとって見逃せない観光地です。,歴史遺跡,1区,"135 Nam Kỳ Khởi Nghĩa, Bến Thành区, 1区",歴史、建築、政治、統一,8:00 - 17:00（月曜日から日曜日）,"65,000 VNĐ（大人）、15,000 VNĐ",4.5,"https://ik.imagekit.io/tvlk/blog/2023/01/dinh-doc-lap-7.jpg?tr=dpr-2,w-675",10.7769942,106.6953021
671,Chợ Bến Thành,サイゴンの象徴であるこの賑やかな市場は、ショッピング、グルメ、文化の活気ある中心地です。衣類やお土産から、ブンリウ、チェー、新鮮なフルーツなどのストリートフードまで、さまざまなものが揃っています。,伝統市場,1区,レーロイ通り、ベンタイン区,ショッピング、グルメ、文化、お土産,6:00 - 18:00（昼市場）、19:00 - 23:00（夜市場）,入場無料,4.2,https://mia.vn/media/uploads/blog-du-lich/cho-ben-thanh-1693128130.jpg,10.7725168,106.6980208
672,Bảo tàng Mỹ thuật,フランス建築の古いヴィラに位置するこの美術館は、静かで洗練されたアートの空間です。さまざまな時代の絵画や彫刻が展示されており、美を鑑賞するための静かな場所を求める人々に最適です。,美術館,1区,97A フードゥックチン通り、グエンタビン区、1区,アート、絵画、彫刻、文化,9:00 - 17:00（火曜日から日曜日）、月曜日休館,"30,000 VNĐ",4.1,https://images2.thanhnien.vn/528068263637045248/2023/4/16/4-cong-trinh-mang-phong-cach-art-deco-ky-hoa-cua-hai-yen-168160721009188002447.jpg,10.7700359,106.6991737
673,Phố đi bộ Nguyễn Huệ,ホーチミン市1区の中心に位置する有名な公共スペースで、広々としたモダンな環境が特徴です。文化、娯楽、グルメイベントが開催される場所として知られています。,歩行者天国,1区,グエンフエ通り、レタントン通りからトンドゥックタン通りまで、1区,娯楽、文化、散歩、イベント,24時間,無料,4.3,"https://ik.imagekit.io/tvlk/blog/2023/01/pho-di-bo-nguyen-hue-16.jpg?tr=dpr-2,w-675",10.7738495,106.7036566
